时间,CPU负载,内存使用量(KB),内存使用率(%)
16:38:48,1.62 1.66 1.69,967248,25
16:38:49,1.57 1.65 1.68,966996,25
16:38:50,1.57 1.65 1.68,967100,25
16:38:51,1.57 1.65 1.68,967604,25
16:38:52,1.57 1.65 1.68,967352,25
16:38:53,1.57 1.65 1.68,968508,25
16:38:54,1.61 1.66 1.68,968464,25
16:38:56,1.61 1.66 1.68,968864,25
16:38:57,1.61 1.66 1.68,967856,25
16:38:58,1.61 1.66 1.68,968256,25
16:38:59,1.64 1.66 1.69,967960,25
16:39:00,1.64 1.66 1.69,967752,25
16:39:01,1.64 1.66 1.69,967500,25
16:39:02,1.64 1.66 1.69,967768,25
16:39:03,1.64 1.66 1.69,967500,25
16:39:04,1.67 1.67 1.69,968004,25
16:39:05,1.67 1.67 1.69,968256,25
16:39:06,1.67 1.67 1.69,968256,25
16:39:07,1.67 1.67 1.69,968760,25
16:39:08,1.67 1.67 1.69,968760,25
16:39:10,1.78 1.69 1.70,968612,25
16:39:11,1.78 1.69 1.70,969516,25
16:39:12,1.78 1.69 1.70,969012,25
16:39:13,1.78 1.69 1.70,968968,25
16:39:14,1.79 1.70 1.70,969012,25
16:39:15,1.79 1.70 1.70,969724,25
16:39:16,1.79 1.70 1.70,969012,25
16:39:17,1.79 1.70 1.70,969116,25
16:39:18,1.79 1.70 1.70,969220,25
16:39:19,1.81 1.70 1.70,969264,25
16:39:20,1.81 1.70 1.70,969264,25
16:39:21,1.81 1.70 1.70,969264,25
16:39:22,1.81 1.70 1.70,969768,25
16:39:24,1.83 1.71 1.70,969768,25
16:39:25,1.83 1.71 1.70,969264,25
16:39:26,1.83 1.71 1.70,969264,25
16:39:27,1.83 1.71 1.70,969768,25
16:39:28,1.83 1.71 1.70,969872,25
16:39:29,1.84 1.71 1.70,969620,25
16:39:30,1.84 1.71 1.70,969516,25
16:39:31,1.84 1.71 1.70,969768,25
16:39:32,1.84 1.71 1.70,969872,25
16:39:33,1.84 1.71 1.70,970124,25
16:39:34,1.85 1.72 1.70,970228,25
16:39:35,1.85 1.72 1.70,970880,25
16:39:36,1.85 1.72 1.70,970628,25
16:39:38,1.85 1.72 1.70,971132,25
16:39:39,1.87 1.72 1.71,971280,25
16:39:40,1.87 1.72 1.71,971488,25
16:39:41,1.87 1.72 1.71,971488,25
16:39:42,1.87 1.72 1.71,971280,25
16:39:43,1.87 1.72 1.71,971488,25
16:39:44,1.80 1.71 1.70,971888,25
16:39:45,1.80 1.71 1.70,971784,25
16:39:46,1.80 1.71 1.70,971280,25
16:39:47,1.80 1.71 1.70,971280,25
16:39:48,1.80 1.71 1.70,971636,25
16:39:49,1.73 1.70 1.70,971784,25
16:39:50,1.73 1.70 1.70,971532,25
16:39:51,1.73 1.70 1.70,971280,25
16:39:53,1.73 1.70 1.70,972036,25
16:39:54,1.67 1.69 1.70,972036,25
16:39:55,1.67 1.69 1.70,971636,25
16:39:56,1.67 1.69 1.70,972036,25
16:39:57,1.67 1.69 1.70,972200,25
16:39:58,1.67 1.69 1.70,972140,25
16:39:59,1.62 1.67 1.69,971740,25
16:40:00,1.62 1.67 1.69,972288,25
16:40:01,1.62 1.67 1.69,972140,25
16:40:02,1.62 1.67 1.69,971992,25
16:40:03,1.62 1.67 1.69,972288,25
16:40:04,1.57 1.66 1.69,972036,25
16:40:05,1.57 1.66 1.69,973000,25
16:40:07,1.57 1.66 1.69,972392,25
16:40:08,1.57 1.66 1.69,972288,25
16:40:09,1.52 1.65 1.68,972748,25
16:40:10,1.52 1.65 1.68,973044,25
16:40:11,1.52 1.65 1.68,972792,25
16:40:12,1.52 1.65 1.68,972540,25
16:40:13,1.52 1.65 1.68,972036,25
16:40:14,1.56 1.66 1.69,972792,25
16:40:15,1.56 1.66 1.69,972792,25
16:40:16,1.56 1.66 1.69,972468,25
16:40:17,1.56 1.66 1.69,972792,25
16:40:18,1.56 1.66 1.69,972140,25
16:40:19,1.52 1.65 1.68,973400,25
16:40:21,1.52 1.65 1.68,972644,25
16:40:22,1.52 1.65 1.68,973296,25
16:40:23,1.52 1.65 1.68,972896,25
16:40:24,1.56 1.65 1.68,973296,25
16:40:25,1.56 1.65 1.68,973044,25
16:40:26,1.56 1.65 1.68,973296,25
16:40:27,1.56 1.65 1.68,973548,25
16:40:28,1.56 1.65 1.68,974304,25
16:40:29,1.59 1.66 1.69,974156,25
16:40:30,1.59 1.66 1.69,974408,25
16:40:31,1.59 1.66 1.69,974304,25
16:40:32,1.59 1.66 1.69,974052,25
16:40:33,1.59 1.66 1.69,973904,25
16:40:35,1.62 1.66 1.69,973800,25
16:40:36,1.62 1.66 1.69,973800,25
16:40:37,1.62 1.66 1.69,974052,25
16:40:38,1.62 1.66 1.69,974304,25
16:40:39,1.65 1.67 1.69,973800,25
16:40:40,1.65 1.67 1.69,974304,25
16:40:41,1.65 1.67 1.69,974304,25
16:40:42,1.65 1.67 1.69,974156,25
16:40:43,1.65 1.67 1.69,973800,25
16:40:44,1.68 1.68 1.69,973800,25
16:40:45,1.68 1.68 1.69,974052,25
16:40:46,1.68 1.68 1.69,974408,25
16:40:47,1.68 1.68 1.69,973904,25
16:40:49,1.68 1.68 1.69,973800,25
16:40:50,2.03 1.75 1.71,974556,25
16:40:51,2.03 1.75 1.71,974304,25
16:40:52,2.03 1.75 1.71,974912,25
16:40:53,2.03 1.75 1.71,975312,25
16:40:54,2.03 1.75 1.72,975920,25
16:40:55,2.03 1.75 1.72,975416,25
16:40:56,2.03 1.75 1.72,976068,25
16:40:57,2.03 1.75 1.72,976172,25
16:40:58,2.03 1.75 1.72,976172,25
16:40:59,2.10 1.77 1.72,976424,25
16:41:00,2.10 1.77 1.72,976676,25
16:41:01,2.10 1.77 1.72,976068,25
16:41:02,2.10 1.77 1.72,976276,25
16:41:04,2.10 1.77 1.72,975416,25
16:41:05,2.10 1.78 1.73,976068,25
16:41:06,2.10 1.78 1.73,975920,25
16:41:07,2.10 1.78 1.73,976276,25
16:41:08,2.10 1.78 1.73,976068,25
16:41:09,2.01 1.76 1.72,975816,25
16:41:10,2.01 1.76 1.72,975564,25
16:41:11,2.01 1.76 1.72,975164,25
16:41:12,2.01 1.76 1.72,975564,25
16:41:13,2.01 1.76 1.72,975564,25
16:41:14,2.01 1.77 1.72,975668,25
16:41:15,2.01 1.77 1.72,975816,25
16:41:16,2.01 1.77 1.72,975816,25
16:41:18,2.01 1.77 1.72,975816,25
16:41:19,1.93 1.76 1.72,975416,25
16:41:20,1.93 1.76 1.72,974660,25
16:41:21,1.93 1.76 1.72,975312,25
16:41:22,1.93 1.76 1.72,975164,25
16:41:23,1.93 1.76 1.72,975816,25
16:41:24,1.85 1.74 1.72,975920,25
16:41:25,1.85 1.74 1.72,976172,25
16:41:26,1.85 1.74 1.72,976188,25
16:41:27,1.85 1.74 1.72,976424,25
16:41:28,1.85 1.74 1.72,976068,25
16:41:29,1.78 1.73 1.71,976320,25
16:41:30,1.78 1.73 1.71,976068,25
16:41:32,1.78 1.73 1.71,976172,25
16:41:33,1.78 1.73 1.71,976320,25
16:41:34,1.72 1.72 1.71,976572,25
16:41:35,1.72 1.72 1.71,976528,25
16:41:36,1.72 1.72 1.71,976320,25
16:41:37,1.72 1.72 1.71,976572,25
16:41:38,1.72 1.72 1.71,976824,25
16:41:39,1.66 1.71 1.70,976824,25
16:41:40,1.66 1.71 1.70,977180,25
16:41:41,1.66 1.71 1.70,976988,25
16:41:42,1.66 1.71 1.70,977076,25
16:41:43,1.66 1.71 1.70,977032,25
16:41:44,1.69 1.71 1.71,976928,25
16:41:46,1.69 1.71 1.71,976928,25
16:41:47,1.69 1.71 1.71,977328,25
16:41:48,1.69 1.71 1.71,976824,25
16:41:49,1.71 1.72 1.71,977284,25
16:41:50,1.71 1.72 1.71,976824,25
16:41:51,1.71 1.72 1.71,976676,25
16:41:52,1.71 1.72 1.71,976320,25
16:41:53,1.71 1.72 1.71,976780,25
16:41:54,1.74 1.72 1.71,977328,25
16:41:55,1.74 1.72 1.71,976824,25
16:41:56,1.74 1.72 1.71,977076,25
16:41:57,1.74 1.72 1.71,977076,25
16:41:58,1.74 1.72 1.71,977328,25
16:42:00,1.76 1.73 1.71,977076,25
16:42:01,1.76 1.73 1.71,976928,25
16:42:02,1.76 1.73 1.71,977832,25
16:42:03,1.76 1.73 1.71,977832,25
16:42:04,1.78 1.73 1.71,977684,25
16:42:05,1.78 1.73 1.71,977640,25
16:42:06,1.78 1.73 1.71,977832,25
16:42:07,1.78 1.73 1.71,977832,25
16:42:08,1.78 1.73 1.71,977832,25
16:42:09,1.80 1.74 1.72,978588,25
16:42:10,1.80 1.74 1.72,977936,25
16:42:11,1.80 1.74 1.72,978692,25
16:42:12,1.80 1.74 1.72,978336,25
16:42:13,1.80 1.74 1.72,977832,25
16:42:15,1.89 1.76 1.72,978084,25
16:42:16,1.89 1.76 1.72,978840,25
16:42:17,1.89 1.76 1.72,978692,25
16:42:18,1.89 1.76 1.72,979092,25
16:42:19,1.90 1.76 1.73,979344,25
16:42:20,1.90 1.76 1.73,979596,25
16:42:21,1.90 1.76 1.73,979552,25
16:42:22,1.90 1.76 1.73,978692,25
16:42:23,1.90 1.76 1.73,979344,25
16:42:24,1.83 1.75 1.72,979196,25
16:42:25,1.83 1.75 1.72,979004,25
16:42:26,1.83 1.75 1.72,978944,25
16:42:27,1.83 1.75 1.72,979344,25
16:42:29,1.83 1.75 1.72,979596,25
16:42:30,1.84 1.75 1.72,979596,25
16:42:31,1.84 1.75 1.72,979952,25
16:42:32,1.84 1.75 1.72,979952,25
16:42:33,1.84 1.75 1.72,979952,25
16:42:34,1.78 1.74 1.72,979804,25
16:42:35,1.78 1.74 1.72,979700,25
16:42:36,1.78 1.74 1.72,980116,25
16:42:37,1.78 1.74 1.72,979700,25
16:42:38,1.78 1.74 1.72,980100,25
16:42:39,1.71 1.73 1.72,980100,25
16:42:40,1.71 1.73 1.72,979848,25
16:42:41,1.71 1.73 1.72,980100,25
16:42:43,1.71 1.73 1.72,980204,25
16:42:44,1.71 1.73 1.72,980604,25
16:42:45,1.98 1.78 1.73,980100,25
16:42:46,1.98 1.78 1.73,980604,25
16:42:47,1.98 1.78 1.73,979952,25
16:42:48,1.98 1.78 1.73,979804,25
16:42:49,1.90 1.77 1.73,980456,25
16:42:50,1.90 1.77 1.73,979952,25
16:42:51,1.90 1.77 1.73,980308,25
16:42:52,1.90 1.77 1.73,980100,25
16:42:53,1.90 1.77 1.73,979908,25
16:42:54,1.83 1.76 1.72,979596,25
16:42:55,1.83 1.76 1.72,979848,25
16:42:56,1.83 1.76 1.72,980204,25
16:42:58,1.83 1.76 1.72,979596,25
16:42:59,1.83 1.76 1.72,980560,25
16:43:00,1.84 1.76 1.73,980100,25
16:43:01,1.84 1.76 1.73,980604,25
16:43:02,1.84 1.76 1.73,979848,25
16:43:03,1.84 1.76 1.73,980012,25
16:43:04,1.85 1.76 1.73,979596,25
16:43:05,1.85 1.76 1.73,979596,25
16:43:06,1.85 1.76 1.73,979968,25
16:43:07,1.85 1.76 1.73,980100,25
16:43:08,1.85 1.76 1.73,980456,25
16:43:09,1.87 1.77 1.73,980352,25
16:43:10,1.87 1.77 1.73,980352,25
16:43:12,1.87 1.77 1.73,979596,25
16:43:13,1.87 1.77 1.73,980100,25
16:43:14,1.87 1.77 1.73,980116,25
16:43:15,1.96 1.79 1.74,980308,25
16:43:16,1.96 1.79 1.74,980352,25
16:43:17,1.96 1.79 1.74,980604,25
16:43:18,1.96 1.79 1.74,980456,25
16:43:19,1.96 1.79 1.74,980204,25
