时间,CPU负载,内存使用量(MB),内存使用率(%)
19:52:16,1.88 1.84 1.78,980088,25
19:52:17,1.81 1.82 1.77,979584,25
19:52:18,1.81 1.82 1.77,980088,25
19:52:19,1.81 1.82 1.77,979940,25
19:52:20,1.81 1.82 1.77,979228,25
19:52:21,1.81 1.82 1.77,979688,25
19:52:22,1.83 1.83 1.77,979940,25
19:52:23,1.83 1.83 1.77,979584,25
19:52:24,1.83 1.83 1.77,979228,25
19:52:25,1.83 1.83 1.77,979228,25
19:52:26,1.84 1.83 1.78,979392,25
19:52:27,1.84 1.83 1.78,979332,25
19:52:28,1.84 1.83 1.78,979436,25
19:52:29,1.84 1.83 1.78,978976,25
19:52:31,1.84 1.83 1.78,979480,25
19:52:32,1.85 1.83 1.78,979184,25
19:52:33,1.85 1.83 1.78,979332,25
19:52:34,1.85 1.83 1.78,979584,25
19:52:35,1.85 1.83 1.78,979480,25
19:52:36,1.85 1.83 1.78,979080,25
19:52:37,1.87 1.84 1.78,979228,25
19:52:38,1.87 1.84 1.78,979228,25
19:52:39,1.87 1.84 1.78,978576,25
19:52:40,1.87 1.84 1.78,978220,25
19:52:41,1.88 1.84 1.78,978740,25
19:52:42,1.88 1.84 1.78,978976,25
19:52:43,1.88 1.84 1.78,979228,25
19:52:45,1.88 1.84 1.78,979732,25
19:52:46,1.88 1.84 1.78,980088,25
19:52:47,1.89 1.84 1.78,979480,25
19:52:48,1.89 1.84 1.78,979732,25
19:52:49,1.89 1.84 1.78,980088,25
19:52:50,1.89 1.84 1.78,979436,25
19:52:51,1.89 1.84 1.78,979984,25
19:52:52,1.90 1.85 1.78,978888,25
19:52:53,1.90 1.85 1.78,978976,25
19:52:54,1.90 1.85 1.78,978828,25
19:52:55,1.90 1.85 1.78,978472,25
19:52:56,1.90 1.85 1.78,978992,25
19:52:57,1.90 1.85 1.78,979080,25
19:52:58,1.90 1.85 1.78,978976,25
19:53:00,1.90 1.85 1.78,978724,25
19:53:01,1.90 1.85 1.78,978472,25
19:53:02,1.91 1.85 1.79,978176,25
19:53:03,1.91 1.85 1.79,978724,25
19:53:04,1.91 1.85 1.79,978724,25
19:53:05,1.91 1.85 1.79,978784,25
19:53:06,1.91 1.85 1.79,979080,25
19:53:07,1.84 1.84 1.78,979732,25
19:53:08,1.84 1.84 1.78,979480,25
19:53:09,1.84 1.84 1.78,979332,25
19:53:10,1.84 1.84 1.78,979480,25
19:53:11,1.77 1.82 1.78,978724,25
19:53:12,1.77 1.82 1.78,979228,25
19:53:14,1.77 1.82 1.78,979080,25
19:53:15,1.77 1.82 1.78,979732,25
19:53:16,1.77 1.82 1.78,979984,25
19:53:17,1.71 1.81 1.77,979436,25
19:53:18,1.71 1.81 1.77,979332,25
19:53:19,1.71 1.81 1.77,979392,25
19:53:20,1.71 1.81 1.77,978976,25
19:53:21,1.71 1.81 1.77,978724,25
19:53:22,1.65 1.80 1.77,978724,25
19:53:23,1.65 1.80 1.77,978976,25
19:53:24,1.65 1.80 1.77,979080,25
19:53:25,1.65 1.80 1.77,979584,25
19:53:26,1.60 1.78 1.76,979984,25
19:53:27,1.60 1.78 1.76,979984,25
19:53:29,1.60 1.78 1.76,979732,25
19:53:30,1.60 1.78 1.76,979480,25
19:53:31,1.60 1.78 1.76,979940,25
19:53:32,1.55 1.77 1.76,979732,25
19:53:33,1.55 1.77 1.76,979732,25
19:53:34,1.55 1.77 1.76,979332,25
19:53:35,1.55 1.77 1.76,979688,25
19:53:36,1.55 1.77 1.76,980088,25
19:53:37,1.51 1.76 1.75,979732,25
19:53:38,1.51 1.76 1.75,979584,25
19:53:39,1.51 1.76 1.75,978976,25
19:53:40,1.51 1.76 1.75,979836,25
19:53:41,1.55 1.76 1.76,979984,25
19:53:43,1.55 1.76 1.76,979480,25
19:53:44,1.55 1.76 1.76,980236,25
19:53:45,1.55 1.76 1.76,979688,25
19:53:46,1.55 1.76 1.76,979732,25
19:53:47,1.58 1.76 1.76,978976,25
19:53:48,1.58 1.76 1.76,979836,25
19:53:49,1.58 1.76 1.76,979332,25
19:53:50,1.58 1.76 1.76,979228,25
19:53:51,1.58 1.76 1.76,979584,25
19:53:52,1.62 1.77 1.76,979436,25
19:53:53,1.62 1.77 1.76,979332,25
19:53:54,1.62 1.77 1.76,978976,25
19:53:55,1.62 1.77 1.76,978976,25
19:53:56,1.65 1.77 1.76,979480,25
19:53:58,1.65 1.77 1.76,978724,25
19:53:59,1.65 1.77 1.76,979228,25
19:54:00,1.65 1.77 1.76,979288,25
19:54:01,1.65 1.77 1.76,978976,25
19:54:02,1.68 1.78 1.76,978828,25
19:54:03,1.68 1.78 1.76,978976,25
19:54:04,1.68 1.78 1.76,979348,25
19:54:05,1.68 1.78 1.76,978828,25
19:54:06,1.68 1.78 1.76,979228,25
19:54:07,1.70 1.78 1.76,978976,25
19:54:08,1.70 1.78 1.76,978828,25
19:54:09,1.70 1.78 1.76,979080,25
19:54:10,1.70 1.78 1.76,978472,25
19:54:12,1.73 1.78 1.77,979228,25
19:54:13,1.73 1.78 1.77,979984,25
19:54:14,1.73 1.78 1.77,978932,25
19:54:15,1.73 1.78 1.77,979732,25
19:54:16,1.73 1.78 1.77,979584,25
19:54:17,1.75 1.79 1.77,979540,25
19:54:18,1.75 1.79 1.77,979480,25
19:54:19,1.75 1.79 1.77,980088,25
19:54:20,1.75 1.79 1.77,979836,25
19:54:21,1.75 1.79 1.77,979096,25
19:54:22,1.77 1.79 1.77,979984,25
19:54:23,1.77 1.79 1.77,979332,25
19:54:24,1.77 1.79 1.77,978724,25
19:54:25,1.77 1.79 1.77,978472,25
19:54:27,1.71 1.78 1.76,978724,25
19:54:28,1.71 1.78 1.76,978828,25
19:54:29,1.71 1.78 1.76,979228,25
19:54:30,1.71 1.78 1.76,979140,25
19:54:31,1.71 1.78 1.76,978724,25
19:54:32,1.65 1.77 1.76,979228,25
19:54:33,1.65 1.77 1.76,979480,25
19:54:34,1.65 1.77 1.76,979332,25
19:54:35,1.65 1.77 1.76,979080,25
19:54:36,1.65 1.77 1.76,979732,25
19:54:37,1.60 1.75 1.75,979984,25
19:54:38,1.60 1.75 1.75,979984,25
19:54:39,1.60 1.75 1.75,979480,25
19:54:41,1.60 1.75 1.75,979984,25
19:54:42,1.55 1.74 1.75,980488,25
19:54:43,1.55 1.74 1.75,979732,25
19:54:44,1.55 1.74 1.75,979984,25
19:54:45,1.55 1.74 1.75,979480,25
19:54:46,1.55 1.74 1.75,979540,25
19:54:47,1.59 1.74 1.75,978976,25
19:54:48,1.59 1.74 1.75,978576,25
19:54:49,1.59 1.74 1.75,978828,25
19:54:50,1.59 1.74 1.75,978844,25
19:54:51,1.59 1.74 1.75,978976,25
19:54:52,1.62 1.75 1.75,979584,25
19:54:53,1.62 1.75 1.75,978976,25
19:54:54,1.62 1.75 1.75,979480,25
19:54:56,1.62 1.75 1.75,979480,25
19:54:57,1.57 1.74 1.75,978976,25
19:54:58,1.57 1.74 1.75,979332,25
19:54:59,1.57 1.74 1.75,978976,25
19:55:00,1.57 1.74 1.75,979984,25
19:55:01,1.57 1.74 1.75,979732,25
19:55:02,1.52 1.72 1.74,979496,25
19:55:03,1.52 1.72 1.74,979584,25
19:55:04,1.52 1.72 1.74,979732,25
19:55:05,1.52 1.72 1.74,979732,25
19:55:06,1.52 1.72 1.74,979436,25
19:55:07,1.64 1.74 1.75,980088,25
19:55:08,1.64 1.74 1.75,980236,25
19:55:10,1.64 1.74 1.75,979984,25
19:55:11,1.64 1.74 1.75,979732,25
19:55:12,1.67 1.75 1.75,979732,25
19:55:13,1.67 1.75 1.75,979644,25
19:55:14,1.67 1.75 1.75,980236,25
19:55:15,1.67 1.75 1.75,979984,25
19:55:16,1.67 1.75 1.75,979332,25
19:55:17,1.70 1.75 1.75,979584,25
19:55:18,1.70 1.75 1.75,979332,25
19:55:19,1.70 1.75 1.75,979332,25
19:55:20,1.70 1.75 1.75,979984,25
19:55:21,1.70 1.75 1.75,980340,25
19:55:22,1.80 1.77 1.76,980236,25
19:55:23,1.80 1.77 1.76,979584,25
19:55:25,1.80 1.77 1.76,979228,25
19:55:26,1.80 1.77 1.76,979584,25
19:55:27,1.82 1.78 1.76,979836,25
19:55:28,1.82 1.78 1.76,980488,25
19:55:29,1.82 1.78 1.76,980592,25
19:55:30,1.82 1.78 1.76,980592,25
19:55:31,1.82 1.78 1.76,980296,25
19:55:32,1.91 1.80 1.77,979836,25
19:55:33,1.91 1.80 1.77,980088,25
19:55:34,1.91 1.80 1.77,980088,25
19:55:35,1.91 1.80 1.77,979836,25
19:55:36,1.92 1.80 1.77,979732,25
19:55:37,1.92 1.80 1.77,979852,25
19:55:39,1.92 1.80 1.77,980252,25
19:55:40,1.92 1.80 1.77,980252,25
19:55:41,1.92 1.80 1.77,980252,25
19:55:42,2.01 1.82 1.78,980208,25
19:55:43,2.01 1.82 1.78,980104,25
19:55:44,2.01 1.82 1.78,979852,25
19:55:45,2.01 1.82 1.78,979748,25
19:55:46,2.01 1.82 1.78,979808,25
19:55:47,2.01 1.83 1.78,979956,25
19:55:48,2.01 1.83 1.78,980252,25
19:55:49,2.01 1.83 1.78,980000,25
19:55:50,2.01 1.83 1.78,980104,25
19:55:51,1.93 1.81 1.77,980252,25
19:55:52,1.93 1.81 1.77,980356,25
19:55:54,1.93 1.81 1.77,980000,25
19:55:55,1.93 1.81 1.77,980756,25
19:55:56,1.93 1.81 1.77,980860,25
19:55:57,1.85 1.80 1.77,979956,25
19:55:58,1.85 1.80 1.77,980460,25
19:55:59,1.85 1.80 1.77,980416,25
19:56:00,1.85 1.80 1.77,980104,25
19:56:01,1.85 1.80 1.77,980756,25
19:56:02,1.86 1.80 1.77,980460,25
19:56:03,1.86 1.80 1.77,980252,25
19:56:04,1.86 1.80 1.77,980208,25
19:56:05,1.86 1.80 1.77,980252,25
19:56:06,1.79 1.79 1.77,980608,25
19:56:08,1.79 1.79 1.77,980356,25
19:56:09,1.79 1.79 1.77,980504,25
19:56:10,1.79 1.79 1.77,980756,25
19:56:11,1.79 1.79 1.77,980756,25
19:56:12,1.73 1.77 1.76,980356,25
19:56:13,1.73 1.77 1.76,980608,25
19:56:14,1.73 1.77 1.76,980356,25
19:56:15,1.73 1.77 1.76,980356,25
19:56:16,1.73 1.77 1.76,980000,25
19:56:17,1.67 1.76 1.76,980756,25
19:56:18,1.67 1.76 1.76,980668,25
19:56:19,1.67 1.76 1.76,980756,25
19:56:20,1.67 1.76 1.76,980608,25
19:56:21,1.62 1.75 1.75,981008,25
19:56:23,1.62 1.75 1.75,980104,25
19:56:24,1.62 1.75 1.75,980356,25
19:56:25,1.62 1.75 1.75,980208,25
19:56:26,1.62 1.75 1.75,980504,25
19:56:27,1.65 1.75 1.76,980756,25
19:56:28,1.65 1.75 1.76,980608,25
19:56:29,1.65 1.75 1.76,980756,25
19:56:30,1.65 1.75 1.76,980356,25
19:56:31,1.65 1.75 1.76,980000,25
19:56:32,1.76 1.77 1.76,980060,25
19:56:33,1.76 1.77 1.76,980608,25
19:56:34,1.76 1.77 1.76,980504,25
19:56:35,1.76 1.77 1.76,980756,25
19:56:37,1.78 1.78 1.76,980252,25
19:56:38,1.78 1.78 1.76,981008,25
19:56:39,1.78 1.78 1.76,981008,25
19:56:40,1.78 1.78 1.76,981364,25
19:56:41,1.78 1.78 1.76,980756,25
19:56:42,1.79 1.78 1.77,980964,25
19:56:43,1.79 1.78 1.77,981112,25
19:56:44,1.79 1.78 1.77,981008,25
19:56:45,1.79 1.78 1.77,980920,25
19:56:46,1.79 1.78 1.77,980860,25
19:56:47,1.81 1.79 1.77,980816,25
19:56:48,1.81 1.79 1.77,981008,25
19:56:49,1.81 1.79 1.77,981008,25
19:56:50,1.81 1.79 1.77,981008,25
19:56:52,1.83 1.79 1.77,980608,25
19:56:53,1.83 1.79 1.77,981260,25
19:56:54,1.83 1.79 1.77,980608,25
19:56:55,1.83 1.79 1.77,981008,25
19:56:56,1.83 1.79 1.77,981008,25
19:56:57,1.84 1.79 1.77,980860,25
19:56:58,1.84 1.79 1.77,980504,25
19:56:59,1.84 1.79 1.77,980504,25
19:57:00,1.84 1.79 1.77,979348,25
19:57:01,1.84 1.79 1.77,979348,25
19:57:02,1.85 1.80 1.77,979600,25
19:57:03,1.85 1.80 1.77,979496,25
19:57:04,1.85 1.80 1.77,979496,25
19:57:06,1.85 1.80 1.77,979244,25
19:57:07,1.79 1.78 1.77,978992,25
19:57:08,1.79 1.78 1.77,978488,25
19:57:09,1.79 1.78 1.77,978488,25
19:57:10,1.79 1.78 1.77,978844,25
19:57:11,1.79 1.78 1.77,978488,25
19:57:12,1.72 1.77 1.76,977984,25
19:57:13,1.72 1.77 1.76,978236,25
19:57:14,1.72 1.77 1.76,978236,25
19:57:15,1.72 1.77 1.76,978236,25
19:57:16,1.72 1.77 1.76,978236,25
19:57:17,1.66 1.76 1.76,978236,25
19:57:18,1.66 1.76 1.76,978740,25
19:57:20,1.66 1.76 1.76,978740,25
19:57:21,1.66 1.76 1.76,978340,25
19:57:22,1.61 1.74 1.75,977836,25
19:57:23,1.61 1.74 1.75,978592,25
19:57:24,1.61 1.74 1.75,978088,25
19:57:25,1.61 1.74 1.75,978992,25
19:57:26,1.61 1.74 1.75,978992,25
19:57:27,1.56 1.73 1.75,978740,25
19:57:28,1.56 1.73 1.75,978488,25
19:57:29,1.56 1.73 1.75,979096,25
19:57:30,1.56 1.73 1.75,978800,25
19:57:31,1.56 1.73 1.75,978740,25
19:57:32,1.60 1.74 1.75,978488,25
19:57:33,1.60 1.74 1.75,978992,25
19:57:35,1.60 1.74 1.75,979852,25
19:57:36,1.60 1.74 1.75,979096,25
19:57:37,1.63 1.74 1.75,978236,25
19:57:38,1.63 1.74 1.75,978992,25
19:57:39,1.63 1.74 1.75,978236,25
19:57:40,1.63 1.74 1.75,978740,25
19:57:41,1.63 1.74 1.75,978740,25
19:57:42,1.58 1.73 1.75,978488,25
19:57:43,1.58 1.73 1.75,977984,25
19:57:44,1.58 1.73 1.75,978844,25
19:57:45,1.58 1.73 1.75,978488,25
19:57:46,1.58 1.73 1.75,977836,25
19:57:47,1.61 1.73 1.75,977480,25
19:57:49,1.61 1.73 1.75,977732,25
19:57:50,1.61 1.73 1.75,977732,25
19:57:51,1.61 1.73 1.75,977732,25
19:57:52,1.64 1.74 1.75,977836,25
19:57:53,1.64 1.74 1.75,977732,25
19:57:54,1.64 1.74 1.75,978000,25
19:57:55,1.64 1.74 1.75,978740,25
19:57:56,1.64 1.74 1.75,978844,25
19:57:57,1.67 1.74 1.75,978340,25
19:57:58,1.67 1.74 1.75,978192,25
19:57:59,1.67 1.74 1.75,978088,25
19:58:00,1.67 1.74 1.75,978444,25
19:58:01,1.67 1.74 1.75,978844,25
19:58:02,2.02 1.81 1.78,978236,25
19:58:04,2.02 1.81 1.78,978236,25
19:58:05,2.02 1.81 1.78,978340,25
19:58:06,2.02 1.81 1.78,978740,25
19:58:07,2.02 1.82 1.78,978488,25
19:58:08,2.02 1.82 1.78,978800,25
19:58:09,2.02 1.82 1.78,978844,25
19:58:10,2.02 1.82 1.78,978844,25
19:58:11,2.02 1.82 1.78,978844,25
19:58:12,2.02 1.82 1.78,978740,25
19:58:13,2.02 1.82 1.78,978548,25
19:58:14,2.02 1.82 1.78,978844,25
19:58:15,2.02 1.82 1.78,978740,25
19:58:16,2.02 1.82 1.78,978740,25
19:58:18,2.10 1.84 1.79,979096,25
19:58:19,2.10 1.84 1.79,978992,25
19:58:20,2.10 1.84 1.79,978992,25
19:58:21,2.10 1.84 1.79,979496,25
19:58:22,2.09 1.84 1.79,978740,25
19:58:23,2.09 1.84 1.79,978488,25
19:58:24,2.09 1.84 1.79,979096,25
19:58:25,2.09 1.84 1.79,979348,25
19:58:26,2.09 1.84 1.79,979096,25
19:58:27,2.00 1.83 1.78,979200,25
19:58:28,2.00 1.83 1.78,978488,25
19:58:29,2.00 1.83 1.78,977984,25
19:58:30,2.00 1.83 1.78,978088,25
19:58:31,2.00 1.83 1.78,978488,25
19:58:33,2.00 1.83 1.78,978488,25
19:58:34,2.00 1.83 1.78,978340,25
19:58:35,2.00 1.83 1.78,978192,25
19:58:36,2.00 1.83 1.78,977732,25
19:58:37,1.92 1.82 1.78,978488,25
19:58:38,1.92 1.82 1.78,977984,25
19:58:39,1.92 1.82 1.78,978148,25
19:58:40,1.92 1.82 1.78,978652,25
19:58:41,1.92 1.82 1.78,978488,25
19:58:42,1.85 1.80 1.77,978236,25
19:58:43,1.85 1.80 1.77,979052,25
19:58:44,1.85 1.80 1.77,978740,25
19:58:45,1.85 1.80 1.77,978740,25
19:58:47,1.78 1.79 1.77,978992,25
19:58:48,1.78 1.79 1.77,978740,25
19:58:49,1.78 1.79 1.77,978844,25
19:58:50,1.78 1.79 1.77,978592,25
19:58:51,1.78 1.79 1.77,978696,25
19:58:52,1.72 1.78 1.77,978652,25
19:58:53,1.72 1.78 1.77,978992,25
19:58:54,1.72 1.78 1.77,978904,25
19:58:55,1.72 1.78 1.77,978740,25
19:58:56,1.72 1.78 1.77,978488,25
19:58:57,1.66 1.76 1.76,978340,25
19:58:58,1.66 1.76 1.76,978592,25
19:58:59,1.66 1.76 1.76,979096,25
19:59:00,1.66 1.76 1.76,978488,25
19:59:02,1.61 1.75 1.76,978592,25
19:59:03,1.61 1.75 1.76,979096,25
19:59:04,1.61 1.75 1.76,978592,25
19:59:05,1.61 1.75 1.76,978236,25
19:59:06,1.61 1.75 1.76,978740,25
19:59:07,1.64 1.76 1.76,978740,25
19:59:08,1.64 1.76 1.76,978592,25
19:59:09,1.64 1.76 1.76,978488,25
19:59:10,1.64 1.76 1.76,978948,25
19:59:11,1.64 1.76 1.76,978548,25
19:59:12,1.67 1.76 1.76,978592,25
19:59:13,1.67 1.76 1.76,978488,25
19:59:14,1.67 1.76 1.76,978488,25
19:59:16,1.67 1.76 1.76,977984,25
19:59:17,1.69 1.76 1.76,977984,25
19:59:18,1.69 1.76 1.76,977984,25
19:59:19,1.69 1.76 1.76,978488,25
19:59:20,1.69 1.76 1.76,978740,25
19:59:21,1.69 1.76 1.76,979052,25
19:59:22,1.80 1.79 1.77,978236,25
19:59:23,1.80 1.79 1.77,978592,25
19:59:24,1.80 1.79 1.77,978592,25
19:59:25,1.80 1.79 1.77,978992,25
19:59:26,1.80 1.79 1.77,979348,25
19:59:27,1.81 1.79 1.77,978236,25
19:59:28,1.81 1.79 1.77,978340,25
19:59:29,1.81 1.79 1.77,978340,25
19:59:31,1.81 1.79 1.77,978236,25
19:59:32,1.83 1.79 1.77,978488,25
19:59:33,1.83 1.79 1.77,979348,25
19:59:34,1.83 1.79 1.77,978948,25
19:59:35,1.83 1.79 1.77,979096,25
19:59:36,1.83 1.79 1.77,978992,25
19:59:37,1.84 1.80 1.77,979096,25
19:59:38,1.84 1.80 1.77,978488,25
19:59:39,1.84 1.80 1.77,978008,25
19:59:40,1.84 1.80 1.77,978260,25
19:59:41,1.84 1.80 1.77,978616,25
19:59:42,1.86 1.80 1.77,978260,25
19:59:43,1.86 1.80 1.77,978764,25
19:59:45,1.86 1.80 1.77,978632,25
19:59:46,1.86 1.80 1.77,978764,25
19:59:47,1.79 1.79 1.77,979120,25
19:59:48,1.79 1.79 1.77,978868,25
19:59:49,1.79 1.79 1.77,979016,25
19:59:50,1.79 1.79 1.77,978868,25
19:59:51,1.79 1.79 1.77,978764,25
19:59:52,1.72 1.77 1.77,978572,25
19:59:53,1.72 1.77 1.77,979120,25
19:59:54,1.72 1.77 1.77,978764,25
19:59:55,1.72 1.77 1.77,979520,25
19:59:56,1.72 1.77 1.77,978720,25
19:59:57,1.67 1.76 1.76,978364,25
19:59:58,1.67 1.76 1.76,978512,25
20:00:00,1.67 1.76 1.76,978764,25
20:00:01,1.67 1.76 1.76,978720,25
20:00:02,1.61 1.75 1.76,978868,25
20:00:03,1.61 1.75 1.76,978468,25
20:00:04,1.61 1.75 1.76,978764,25
20:00:05,1.61 1.75 1.76,978424,25
20:00:06,1.61 1.75 1.76,978764,25
20:00:07,1.56 1.74 1.75,979120,25
20:00:08,1.56 1.74 1.75,979224,25
20:00:09,1.56 1.74 1.75,978512,25
20:00:10,1.56 1.74 1.75,978616,25
20:00:11,1.56 1.74 1.75,978616,25
20:00:12,1.60 1.74 1.75,978764,25
20:00:14,1.60 1.74 1.75,978512,25
20:00:15,1.60 1.74 1.75,978616,25
20:00:16,1.60 1.74 1.75,977756,25
20:00:17,1.55 1.73 1.75,978260,25
20:00:18,1.55 1.73 1.75,978512,25
20:00:19,1.55 1.73 1.75,978364,25
20:00:20,1.55 1.73 1.75,978364,25
20:00:21,1.55 1.73 1.75,978764,25
20:00:22,1.51 1.71 1.75,978868,25
20:00:23,1.51 1.71 1.75,978764,25
20:00:24,1.51 1.71 1.75,979032,25
20:00:25,1.51 1.71 1.75,979520,25
20:00:26,1.51 1.71 1.75,979268,25
20:00:27,1.55 1.72 1.75,978972,25
20:00:29,1.55 1.72 1.75,979120,25
20:00:30,1.55 1.72 1.75,979520,25
20:00:31,1.55 1.72 1.75,979520,25
20:00:32,1.58 1.72 1.75,979372,25
20:00:33,1.58 1.72 1.75,979624,25
20:00:34,1.58 1.72 1.75,978764,25
20:00:35,1.58 1.72 1.75,979224,25
20:00:36,1.58 1.72 1.75,979372,25
20:00:37,1.62 1.73 1.75,978972,25
20:00:38,1.62 1.73 1.75,978512,25
20:00:39,1.62 1.73 1.75,978972,25
20:00:40,1.62 1.73 1.75,978512,25
20:00:41,1.62 1.73 1.75,979120,25
20:00:43,1.65 1.73 1.75,978764,25
20:00:44,1.65 1.73 1.75,978216,25
20:00:45,1.65 1.73 1.75,978868,25
20:00:46,1.65 1.73 1.75,979016,25
20:00:47,1.68 1.74 1.75,979016,25
20:00:48,1.68 1.74 1.75,978928,25
20:00:49,1.68 1.74 1.75,978868,25
20:00:50,1.68 1.74 1.75,978764,25
20:00:51,1.68 1.74 1.75,979016,25
20:00:52,1.70 1.74 1.75,978764,25
20:00:53,1.70 1.74 1.75,978764,25
20:00:54,1.70 1.74 1.75,978972,25
20:00:55,1.70 1.74 1.75,978764,25
20:00:56,1.70 1.74 1.75,978764,25
20:00:58,1.73 1.75 1.76,978764,25
20:00:59,1.73 1.75 1.76,979268,25
20:01:00,1.73 1.75 1.76,978720,25
20:01:01,1.73 1.75 1.76,979016,25
20:01:02,1.75 1.75 1.76,978616,25
20:01:03,1.75 1.75 1.76,979520,25
20:01:04,1.75 1.75 1.76,979120,25
20:01:05,1.75 1.75 1.76,979224,25
20:01:06,1.75 1.75 1.76,978868,25
20:01:07,1.69 1.74 1.75,979120,25
20:01:08,1.69 1.74 1.75,979224,25
20:01:09,1.69 1.74 1.75,979580,25
20:01:10,1.69 1.74 1.75,979120,25
20:01:11,1.69 1.74 1.75,979328,25
20:01:13,1.71 1.74 1.75,979624,25
20:01:14,1.71 1.74 1.75,979120,25
20:01:15,1.71 1.74 1.75,979520,25
20:01:16,1.71 1.74 1.75,979772,25
20:01:17,1.66 1.73 1.75,979476,25
20:01:18,1.66 1.73 1.75,978616,25
20:01:19,1.66 1.73 1.75,979224,25
20:01:20,1.66 1.73 1.75,979520,25
20:01:21,1.66 1.73 1.75,979076,25
20:01:22,1.68 1.74 1.75,979476,25
20:01:23,1.68 1.74 1.75,979268,25
20:01:24,1.68 1.74 1.75,978868,25
20:01:25,1.68 1.74 1.75,979268,25
20:01:27,1.68 1.74 1.75,978008,25
20:01:28,2.03 1.81 1.77,978260,25
20:01:29,2.03 1.81 1.77,978764,25
20:01:30,2.03 1.81 1.77,979016,25
20:01:31,2.03 1.81 1.77,979016,25
20:01:32,1.95 1.79 1.77,978868,25
20:01:33,1.95 1.79 1.77,978512,25
20:01:34,1.95 1.79 1.77,978616,25
20:01:35,1.95 1.79 1.77,978364,25
20:01:36,1.95 1.79 1.77,978764,25
20:01:37,1.87 1.78 1.77,978764,25
20:01:38,1.87 1.78 1.77,978512,25
20:01:39,1.87 1.78 1.77,978868,25
20:01:40,1.87 1.78 1.77,979120,25
20:01:42,1.87 1.78 1.77,979016,25
20:01:43,2.12 1.83 1.78,979268,25
20:01:44,2.12 1.83 1.78,979120,25
20:01:45,2.12 1.83 1.78,979120,25
20:01:46,2.12 1.83 1.78,979016,25
20:01:47,2.11 1.84 1.78,979520,25
20:01:48,2.11 1.84 1.78,979520,25
20:01:49,2.11 1.84 1.78,979016,25
20:01:50,2.11 1.84 1.78,979120,25
20:01:51,2.11 1.84 1.78,979624,25
20:01:52,2.10 1.84 1.79,979120,25
20:01:53,2.10 1.84 1.79,979432,25
20:01:54,2.10 1.84 1.79,979520,25
20:01:56,2.10 1.84 1.79,979120,25
20:01:57,2.10 1.84 1.79,978512,25
20:01:58,2.17 1.86 1.79,978512,25
20:01:59,2.17 1.86 1.79,978512,25
20:02:00,2.17 1.86 1.79,978512,25
20:02:01,2.17 1.86 1.79,978260,25
20:02:02,2.16 1.86 1.79,978616,25
20:02:03,2.16 1.86 1.79,979076,25
20:02:04,2.16 1.86 1.79,978616,25
20:02:05,2.16 1.86 1.79,978884,25
20:02:06,2.16 1.86 1.79,978868,25
20:02:07,2.15 1.86 1.80,979268,25
20:02:08,2.15 1.86 1.80,978868,25
20:02:09,2.15 1.86 1.80,979268,25
20:02:11,2.15 1.86 1.80,979372,25
20:02:12,2.15 1.86 1.80,978616,25
20:02:13,2.14 1.87 1.80,979120,25
20:02:14,2.14 1.87 1.80,979268,25
20:02:15,2.14 1.87 1.80,979268,25
20:02:16,2.14 1.87 1.80,978764,25
20:02:17,2.20 1.89 1.80,978876,25
20:02:18,2.20 1.89 1.80,978624,25
20:02:19,2.20 1.89 1.80,978772,25
20:02:20,2.20 1.89 1.80,979024,25
20:02:21,2.20 1.89 1.80,978624,25
20:02:22,2.19 1.89 1.81,978240,25
20:02:23,2.19 1.89 1.81,978268,25
20:02:25,2.19 1.89 1.81,978268,25
20:02:26,2.19 1.89 1.81,978772,25
20:02:27,2.09 1.87 1.80,978624,25
20:02:28,2.09 1.87 1.80,979232,25
20:02:29,2.09 1.87 1.80,978268,25
20:02:30,2.09 1.87 1.80,978372,25
20:02:31,2.09 1.87 1.80,978268,25
20:02:32,2.00 1.86 1.80,977928,25
20:02:33,2.00 1.86 1.80,978772,25
20:02:34,2.00 1.86 1.80,978328,25
20:02:35,2.00 1.86 1.80,978372,25
20:02:36,2.00 1.86 1.80,978520,25
20:02:37,1.92 1.84 1.79,978268,25
20:02:38,1.92 1.84 1.79,978520,25
20:02:40,1.92 1.84 1.79,978268,25
20:02:41,1.92 1.84 1.79,978268,25
20:02:42,1.85 1.83 1.79,978520,25
20:02:43,1.85 1.83 1.79,978728,25
20:02:44,1.85 1.83 1.79,978372,25
20:02:45,1.85 1.83 1.79,978520,25
20:02:46,1.85 1.83 1.79,978772,25
20:02:47,1.78 1.81 1.78,978268,25
20:02:48,1.78 1.81 1.78,978268,25
20:02:49,1.78 1.81 1.78,978772,25
20:02:50,1.78 1.81 1.78,978772,25
20:02:51,1.78 1.81 1.78,979024,25
20:02:52,1.80 1.82 1.78,979276,25
20:02:54,1.80 1.82 1.78,979528,25
20:02:55,1.80 1.82 1.78,979380,25
20:02:56,1.80 1.82 1.78,979632,25
20:02:57,1.73 1.80 1.78,979024,25
20:02:58,1.73 1.80 1.78,979736,25
20:02:59,1.73 1.80 1.78,979632,25
20:03:00,1.73 1.80 1.78,979276,25
20:03:01,1.73 1.80 1.78,978224,25
20:03:02,1.68 1.79 1.78,978016,25
20:03:03,1.68 1.79 1.78,978120,25
20:03:04,1.68 1.79 1.78,978268,25
20:03:05,1.68 1.79 1.78,978016,25
20:03:06,1.68 1.79 1.78,978520,25
