时间,CPU负载,内存使用量(KB),内存使用率(%)
16:39:07,1.67,968760,25
16:39:08,1.67,968760,25
16:39:10,1.69,968612,25
16:39:11,1.69,969516,25
16:39:12,1.69,969012,25
16:39:13,1.69,968968,25
16:39:14,1.70,969012,25
16:39:15,1.70,969724,25
16:39:16,1.70,969012,25
16:39:17,1.70,969116,25
16:39:18,1.70,969220,25
16:39:19,1.70,969264,25
16:39:20,1.70,969264,25
16:39:21,1.70,969264,25
16:39:22,1.70,969768,25
16:39:24,1.71,969768,25
16:39:25,1.71,969264,25
16:39:26,1.71,969264,25
16:39:27,1.71,969768,25
16:39:28,1.71,969872,25
16:39:29,1.71,969620,25
16:39:30,1.71,969516,25
16:39:31,1.71,969768,25
16:39:32,1.71,969872,25
16:39:33,1.71,970124,25
16:39:34,1.72,970228,25
16:39:35,1.72,970880,25
16:39:36,1.72,970628,25
16:39:38,1.72,971132,25
16:39:39,1.72,971280,25
16:39:40,1.72,971488,25
16:39:41,1.72,971488,25
16:39:42,1.72,971280,25
16:39:43,1.72,971488,25
16:39:44,1.71,971888,25
16:39:45,1.71,971784,25
16:39:46,1.71,971280,25
16:39:47,1.71,971280,25
16:39:48,1.71,971636,25
16:39:49,1.70,971784,25
16:39:50,1.70,971532,25
16:39:51,1.70,971280,25
16:39:53,1.70,972036,25
16:39:54,1.69,972036,25
16:39:55,1.69,971636,25
16:39:56,1.69,972036,25
16:39:57,1.69,972200,25
16:39:58,1.69,972140,25
16:39:59,1.67,971740,25
16:40:00,1.67,972288,25
16:40:01,1.67,972140,25
16:40:02,1.67,971992,25
16:40:03,1.67,972288,25
16:40:04,1.66,972036,25
16:40:05,1.66,973000,25
16:40:07,1.66,972392,25
16:40:08,1.66,972288,25
16:40:09,1.65,972748,25
16:40:10,1.65,973044,25
16:40:11,1.65,972792,25
16:40:12,1.65,972540,25
16:40:13,1.65,972036,25
16:40:14,1.66,972792,25
16:40:15,1.66,972792,25
16:40:16,1.66,972468,25
16:40:17,1.66,972792,25
16:40:18,1.66,972140,25
16:40:19,1.65,973400,25
16:40:21,1.65,972644,25
16:40:22,1.65,973296,25
16:40:23,1.65,972896,25
16:40:24,1.65,973296,25
16:40:25,1.65,973044,25
16:40:26,1.65,973296,25
16:40:27,1.65,973548,25
16:40:28,1.65,974304,25
16:40:29,1.66,974156,25
16:40:30,1.66,974408,25
16:40:31,1.66,974304,25
16:40:32,1.66,974052,25
16:40:33,1.66,973904,25
16:40:35,1.66,973800,25
16:40:36,1.66,973800,25
16:40:37,1.66,974052,25
16:40:38,1.66,974304,25
16:40:39,1.67,973800,25
16:40:40,1.67,974304,25
16:40:41,1.67,974304,25
16:40:42,1.67,974156,25
16:40:43,1.67,973800,25
16:40:44,1.68,973800,25
16:40:45,1.68,974052,25
16:40:46,1.68,974408,25
16:40:47,1.68,973904,25
16:40:49,1.68,973800,25
16:40:50,1.75,974556,25
16:40:51,1.75,974304,25
16:40:52,1.75,974912,25
16:40:53,1.75,975312,25
16:40:54,1.75,975920,25
16:40:55,1.75,975416,25
16:40:56,1.75,976068,25
16:40:57,1.75,976172,25
16:40:58,1.75,976172,25
16:40:59,1.77,976424,25
16:41:00,1.77,976676,25
16:41:01,1.77,976068,25
16:41:02,1.77,976276,25
16:41:04,1.77,975416,25
16:41:05,1.78,976068,25
16:41:06,1.78,975920,25
16:41:07,1.78,976276,25
16:41:08,1.78,976068,25
16:41:09,1.76,975816,25
16:41:10,1.76,975564,25
16:41:11,1.76,975164,25
16:41:12,1.76,975564,25
16:41:13,1.76,975564,25
16:41:14,1.77,975668,25
16:41:15,1.77,975816,25
16:41:16,1.77,975816,25
16:41:18,1.77,975816,25
16:41:19,1.76,975416,25
16:41:20,1.76,974660,25
16:41:21,1.76,975312,25
16:41:22,1.76,975164,25
16:41:23,1.76,975816,25
16:41:24,1.74,975920,25
